"Mineral Name","Mineral Name (plain)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","Year First Published","Crystal Systems","Space Groups","Oldest Known Age (Ma)","IMA Mineral Symbol","Paragenetic Modes"
"Akatoreite","Akatoreite","Mn2+9Al2Si8O24(OH)8","Mn2+9Al2Si8O24(OH)8","Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_","Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_","Mn Al Si O H","1969","triclinic","P-1","","Akt","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Akdalaite","Akdalaite","Al10O14(OH)2","Al10O14(OH)2","Al_10_O_14_(OH)_2_","Al_10_O_14_(OH)_2_","Al O H","1969","hexagonal|orthorhombic","P6_3mc|Cmc2_1, P31c","623.3","Akd","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
"Åkermanite","Akermanite","Ca2MgSi2O7","Ca2MgSi2O7","Ca_2_MgSi_2_O_7_","Ca_2_MgSi_2_O_7_","Ca Mg Si O","1884","tetragonal","P-42_1m","4330","Åk","Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Akhtenskite","Akhtenskite","Mn4+O2","MnO2","Mn^4+^O_2_","MnO_2_","Mn O","1982","hexagonal","P6_3mc","63.5","Akh","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 5: Initiation of plate tectonics, PM42 - Sea-floor Mn nodules, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Akimotoite","Akimotoite","MgSiO3","MgSiO3","MgSiO_3_","MgSiO_3_","Mg Si O","1997","hexagonal","R-3","","Aki","Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
"Aklimaite","Aklimaite","Ca4[Si2O5(OH)2](OH)4·5H2O","Ca4[Si2O5(OH)2](OH)4·5H2O","Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O","Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O","Ca Si O H","2011","monoclinic","C2/m","3","Akm","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals"
"Akopovaite","Akopovaite","Al4Li2(OH)12(CO3)(H2O)3","Al4Li2(OH)12(CO3)(H2O)3","Al_4_Li_2_(OH)_12_(CO_3_)(H_2_O)_3_","Al_4_Li_2_(OH)_12_(CO_3_)(H_2_O)_3_","Al Li O H C","2018","monoclinic","C2/m","","Av","Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
"Akrochordite","Akrochordite","Mn2+Mn2+2Mn2+2(As5+O4)2(OH)4(H2O)4","MnMn2Mn2(AsO4)2(OH)4(H2O)4","Mn^2+^Mn^2+^_2_Mn^2+^_2_(As^5+^O_4_)_2_(OH)_4_(H_2_O)_4_","MnMn_2_Mn_2_(AsO_4_)_2_(OH)_4_(H_2_O)_4_","Mn As O H","1922","monoclinic","P2_1/c","1890","Akr","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Aksaite","Aksaite","MgB6O7(OH)6·2H2O","MgB6O7(OH)6·2H2O","MgB_6_O_7_(OH)_6_·2H_2_O","MgB_6_O_7_(OH)_6_·2H_2_O","Mg B O H","1962","orthorhombic","Pbca","354","Aks","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
"Aktashite","Aktashite","Cu1+6Hg2+3As3+4S2-12","Cu6Hg3As4S12","Cu^1+^_6_Hg^2+^_3_As^3+^_4_S^2-^_12_","Cu_6_Hg_3_As_4_S_12_","Cu Hg As S","1968","hexagonal","R3","2638","Ats","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alabandite","Alabandite","Mn2+S2-","MnS","Mn^2+^S^2-^","MnS","Mn S","1822","cubic","Fm3m","4620","Abd","Abiotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
"Alacránite","Alacranite","As8S9","As8S9","As_8_S_9_","As_8_S_9_","As S","1985","monoclinic","P2/c","443","Acr","Abiotic, Biotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Alamosite","Alamosite","Pb2+SiO3","PbSiO3","Pb^2+^SiO_3_","PbSiO_3_","Pb Si O","1909","monoclinic","P2/n","1898","Aam","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Alarsite","Alarsite","AlAs5+O4","Al(AsO4)","AlAs^5+^O_4_","Al(AsO_4_)","Al As O","1993","hexagonal","P3_121","3.6E-5","Ars","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Albertiniite","Albertiniite","Fe2+(S4+O3)·3H2O","Fe2+(SO3)·3H2O","Fe^2+^(S^4+^O_3_)·3H_2_O","Fe^2+^(SO_3_)·3H_2_O","Fe S O H","2015","monoclinic","P2_1/n","","Abt","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Albite","Albite","NaAlSi3O8","Na(AlSi3O8)","NaAlSi_3_O_8_","Na(AlSi_3_O_8_)","Na Al Si O","1815","triclinic","C-1","4620","Ab","Abiotic, Biotic, Primary, Secondary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM22 - Near-surface hydration, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, PM43 - Shear-induced minerals, Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Albrechtschraufite","Albrechtschraufite","Ca4Mg(U6+O2)2(CO3)6F2·17H2O","MgCa4F2[UO2(CO3)3]2·17-18H2O","Ca_4_Mg(U^6+^O_2_)_2_(CO_3_)_6_F_2_·17H_2_O","MgCa_4_F_2_[UO_2_(CO_3_)_3_]_2_·17-18H_2_O","Mg Ca F U O C H","1983","triclinic","P-1","0","Asf","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
"Alburnite","Alburnite","Ag1+8GeTe2-2S2-4","Ag8GeTe2S4","Ag^1+^_8_GeTe^2-^_2_S^2-^_4_","Ag_8_GeTe_2_S_4_","Ag Ge Te S","2012","cubic","F-43m","12.87","Alb","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alcantarillaite","Alcantarillaite","[Fe3+0.5(H2O)4][CaAs3+2(Fe3+2.5W6+0.5)(As5+O4)2O7]","[Fe3+0.5(H2O)4][CaAs3+2(Fe3+2.5W6+0.5)(AsO4)2O7]","[Fe^3+^_0.5_(H_2_O)_4_][CaAs^3+^_2_(Fe^3+^_2.5_W^6+^_0.5_)(As^5+^O_4_)_2_O_7_]","[Fe^3+^_0.5_(H_2_O)_4_][CaAs^3+^_2_(Fe^3+^_2.5_W^6+^_0.5_)(AsO_4_)_2_O_7_]","Fe H O Ca As W","2019","orthorhombic","Imma","","Alc","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Alcaparrosaite","Alcaparrosaite","K3Ti4+Fe3+(S6+O4)4O·2H2O","K3Ti4+Fe3+(SO4)4O(H2O)2","K_3_Ti^4+^Fe^3+^(S^6+^O_4_)_4_O·2H_2_O","K_3_Ti^4+^Fe^3+^(SO_4_)_4_O(H_2_O)_2_","K Ti Fe S O H","2011","monoclinic","C2/c","","Apr","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aldermanite","Aldermanite","[Mg(H2O)6][Na(H2O)2Al3(PO4)2(OH)6]·H2O","[Mg(H2O)6][Na(H2O)2Al3(PO4)2(OH)6]·H2O","[Mg(H_2_O)_6_][Na(H_2_O)_2_Al_3_(PO_4_)_2_(OH)_6_]·H_2_O","[Mg(H_2_O)_6_][Na(H_2_O)_2_Al_3_(PO_4_)_2_(OH)_6_]·H_2_O","Mg H O Na Al P","1980","orthorhombic","","","Adm","Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aldomarinoite","Aldomarinoite","Sr2Mn3+(As5+O4)2(OH)","Sr2Mn3+(AsO4)2(OH)","Sr_2_Mn^3+^(As^5+^O_4_)_2_(OH)","Sr_2_Mn^3+^(AsO_4_)_2_(OH)","Sr Mn As O H","2021","monoclinic","P2_1/m","","Aldm","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Aldridgeite","Aldridgeite","(Cd2+,Ca)(Cu2+,Zn2+)4(S6+O4)2(OH)6·3H2O","(Cd,Ca)(Cu,Zn)4(SO4)2(OH)6·3H2O","(Cd^2+^,Ca)(Cu^2+^,Zn^2+^)_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O","(Cd,Ca)(Cu,Zn)_4_(SO_4_)_2_(OH)_6_·3H_2_O","Cd Ca Cu Zn S O H","2010","monoclinic","C2/c","1861","Adg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals, PM56 - Slag and smelter minerals"
"Aleksandrovite","Aleksandrovite","KCa7Sn4+2Li3Si12O36F2","KCa7Sn2Li3Si12O36F2","KCa_7_Sn^4+^_2_Li_3_Si_12_O_36_F_2_","KCa_7_Sn_2_Li_3_Si_12_O_36_F_2_","K Ca Sn Li Si O F","2009","monoclinic","C2/c","270","Asd","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
"Aleksite","Aleksite","Pb2+Bi3+2Te2-2S2-2","PbBi2Te2S2","Pb^2+^Bi^3+^_2_Te^2-^_2_S^2-^_2_","PbBi_2_Te_2_S_2_","Pb Bi Te S","1977","hexagonal","P-3m1","2724","Alk","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Aleutite","Aleutite","[Cu2+5O2](As5+O4)(V5+O4)·(Cu2+0.5[box]0.5)Cl","[Cu5O2](AsO4)(VO4)·(Cu0.5[box]0.5)Cl","[Cu^2+^_5_O_2_](As^5+^O_4_)(V^5+^O_4_)·(Cu^2+^_0.5_[box]_0.5_)Cl","[Cu_5_O_2_](AsO_4_)(VO_4_)·(Cu_0.5_[box]_0.5_)Cl","Cu O As V Cl","2018","monoclinic","C2/m","3.6E-5","Aeu","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Alexkhomyakovite","Alexkhomyakovite","K6(Ca2Na)(CO3)5Cl·6H2O","K6(Ca2Na)(CO3)5Cl·6H2O","K_6_(Ca_2_Na)(CO_3_)_5_Cl·6H_2_O","K_6_(Ca_2_Na)(CO_3_)_5_Cl·6H_2_O","K Ca Na C O Cl H","2015","hexagonal","P6_3/mcm","413.6","Akmy","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alexkuznetsovite-(Ce)","Alexkuznetsovite-(Ce)","Ce3+2Mn2+(CO3)(Si2O7)","Ce2Mn(CO3)(Si2O7)","Ce^3+^_2_Mn^2+^(CO_3_)(Si_2_O_7_)","Ce_2_Mn(CO_3_)(Si_2_O_7_)","Ce Mn C O Si","2020","monoclinic","P2_1/c","","Axk-Ce","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
"Alexkuznetsovite-(La)","Alexkuznetsovite-(La)","La2Mn2+(CO3)(Si2O7)","La2Mn(CO3)(Si2O7)","La_2_Mn^2+^(CO_3_)(Si_2_O_7_)","La_2_Mn(CO_3_)(Si_2_O_7_)","La Mn C O Si","2019","monoclinic","P2_1/c","","Axk-La","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
"Alflarsenite","Alflarsenite","NaCa2Be3Si4O13(OH)·2H2O","NaCa2Be3Si4O13(OH)·2H2O","NaCa_2_Be_3_Si_4_O_13_(OH)·2H_2_O","NaCa_2_Be_3_Si_4_O_13_(OH)·2H_2_O","Na Ca Be Si O H","2008","monoclinic","P2_1","294","Alf","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks"
"Alforsite","Alforsite","Ba5(PO4)3Cl","Ba5(PO4)3Cl","Ba_5_(PO_4_)_3_Cl","Ba_5_(PO_4_)_3_Cl","Ba P O Cl","1980","hexagonal","P6_3/m","542","Afr","Abiotic, Biotic; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Alfredcasparite","Alfredcasparite","Sr2Ti4+O(Si2O7)","Sr2TiO(Si2O7)","Sr_2_Ti^4+^O(Si_2_O_7_)","Sr_2_TiO(Si_2_O_7_)","Sr Ti O Si","2023","tetragonal","P4bm","","Afc",""
"Alfredopetrovite","Alfredopetrovite","Al2(Se4+O3)3·6H2O","Al2(Se4+O3)3·6H2O","Al_2_(Se^4+^O_3_)_3_·6H_2_O","Al_2_(Se^4+^O_3_)_3_·6H_2_O","Al Se O H","2015","hexagonal","P-62c","416","Afd","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Alfredstelznerite","Alfredstelznerite","Ca4B16O16(OH)24·19H2O","Ca4(H2O)4[B4O4(OH)6]4(H2O)15","Ca_4_B_16_O_16_(OH)_24_·19H_2_O","Ca_4_(H_2_O)_4_[B_4_O_4_(OH)_6_]_4_(H_2_O)_15_","Ca H O B","2007","orthorhombic","Pca2_1","","Asz","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
"Algodonite","Algodonite","Cu1-xAsx (x ≈ 1/7)","Cu1-xAsx (x ≈ 0.15)","Cu_1-x_As_x_ (x ≈ 1/7)","Cu_1-x_As_x_ (x ≈ 0.15)","Cu As","1857","hexagonal","P6_3/mmc","1960","Ago","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alicewilsonite-(YCe)","Alicewilsonite-(YCe)","Na2Sr2YCe3+(CO3)6·3H2O","Na2Sr2YCe(CO3)6·3H2O","Na_2_Sr_2_YCe^3+^(CO_3_)_6_·3H_2_O","Na_2_Sr_2_YCe(CO_3_)_6_·3H_2_O","Na Sr Y Ce C O H","2020","triclinic","P1","","Aws-YCe","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alicewilsonite-(YLa)","Alicewilsonite-(YLa)","Na2Sr2YLa(CO3)6·3H2O","Na2Sr2YLa(CO3)6·3H2O","Na_2_Sr_2_YLa(CO_3_)_6_·3H_2_O","Na_2_Sr_2_YLa(CO_3_)_6_·3H_2_O","Na Sr Y La C O H","2021","triclinic","P1","","Aws-YLa","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Aliettite","Aliettite","Ca0.2Mg6(Si,Al)8O20(OH)4·4H2O","Ca0.2Mg6(Si,Al)8O20(OH)4·4H2O","Ca_0.2_Mg_6_(Si,Al)_8_O_20_(OH)_4_·4H_2_O","Ca_0.2_Mg_6_(Si,Al)_8_O_20_(OH)_4_·4H_2_O","Ca Mg Si Al O H","1968","","","381.5","Ali","Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
"Allabogdanite","Allabogdanite","(Fe,Ni)2P","(Fe,Ni)2P","(Fe,Ni)_2_P","(Fe,Ni)_2_P","Fe Ni P","2000","orthorhombic","Pnma","","Abg","Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks"
"Allactite","Allactite","Mn2+7(As5+O4)2(OH)8","Mn2+7(AsO4)2(OH)8","Mn^2+^_7_(As^5+^O_4_)_2_(OH)_8_","Mn^2+^_7_(AsO_4_)_2_(OH)_8_","Mn As O H","1884","monoclinic","P2_1/a","1890","Ala","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Allanite-(Ce)","Allanite-(Ce)","CaCe3+Al2Fe2+(Si2O7)(SiO4)O(OH)","CaCe(Al2Fe2+)[Si2O7][SiO4]O(OH)","CaCe^3+^Al_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Ce Al Fe Si O H","1812","monoclinic|unknown","P2_1/m","3366","Aln-Ce","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM26 - Hadean detrital minerals, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Allanite-(La)","Allanite-(La)","CaLaFe2+Al2(Si2O7)(SiO4)O(OH)","CaLa(Al2Fe2+)[Si2O7][SiO4]O(OH)","CaLaFe^2+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)","CaLa(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca La Al Fe Si O H","2003","monoclinic","P2_1/m","2816","Aln-La","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Allanite-(Nd)","Allanite-(Nd)","CaNdAl2Fe2+(Si2O7)(SiO4)O(OH)","CaNd(Al2Fe2+)[Si2O7][SiO4]O(OH)","CaNdAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaNd(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Nd Al Fe Si O H","2010","monoclinic","P2_1/m","1890","Aln-Nd","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks"
"Allanite-(Y)","Allanite-(Y)","CaYAl2Fe2+(Si2O7)(SiO4)O(OH)","CaY(Al2Fe2+)[Si2O7][SiO4]O(OH)","CaYAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaY(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Y Al Fe Si O H","1949","monoclinic","P2_1/m","2698","Aln-Y","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Allanpringite","Allanpringite","Fe3+3(PO4)2(OH)3·5H2O","Fe3+3(PO4)2(OH)3·5H2O","Fe^3+^_3_(PO_4_)_2_(OH)_3_·5H_2_O","Fe^3+^_3_(PO_4_)_2_(OH)_3_·5H_2_O","Fe P O H","2004","monoclinic","P2_1/n","","Apg","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Allantoin","Allantoin","C4H6N4O3","C4H6N4O3","C_4_H_6_N_4_O_3_","C_4_H_6_N_4_O_3_","C H N O","2020","","","","Aan","Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Allargentum","Allargentum","Ag1-xSbx (x=0.09-0.16)","Ag1-xSbx (x ≈ 0.09-0.16)","Ag_1-x_Sb_x_ (x=0.09-0.16)","Ag_1-x_Sb_x_ (x ≈ 0.09-0.16)","Ag Sb","1949","hexagonal","P6_3/mmc","2730","All","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Alleghanyite","Alleghanyite","Mn2+5(SiO4)2(OH)2","Mn2+5(SiO4)2(OH)2","Mn^2+^_5_(SiO_4_)_2_(OH)_2_","Mn^2+^_5_(SiO_4_)_2_(OH)_2_","Mn Si O H","1932","monoclinic","P2_1/b","1898","Alh","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Allendeite","Allendeite","Sc4Zr4+3O12","Sc4Zr3O12","Sc_4_Zr^4+^_3_O_12_","Sc_4_Zr_3_O_12_","Sc Zr O","2007","hexagonal","R-3|P6_3/mmc","4567.61","Aed","Abiotic, Primary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates"
"Allochalcoselite","Allochalcoselite","Cu1+Cu2+5Pb2+O2(Se4+O3)2Cl5","Cu1+Cu2+5PbO2(SeO3)2Cl5","Cu^1+^Cu^2+^_5_Pb^2+^O_2_(Se^4+^O_3_)_2_Cl_5_","Cu^1+^Cu^2+^_5_PbO_2_(SeO_3_)_2_Cl_5_","Cu Pb O Se Cl","2004","monoclinic","C2/m","3.6E-5","Acc","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Alloclasite","Alloclasite","Co3+(AsS)3-","CoAsS","Co^3+^(AsS)^3-^","CoAsS","Co As S","1866","monoclinic","P2_1","3254","Acl","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits"
"Allophane","Allophane","Al2O3(SiO2)1.3-2.0·2.5-3.0H2O","Al2O3(SiO2)1.3-2.0·2.5-3.0H2O","Al_2_O_3_(SiO_2_)_1.3-2.0_·2.5-3.0H_2_O","Al_2_O_3_(SiO_2_)_1.3-2.0_·2.5-3.0H_2_O","Al O Si H","1816","","","4000","Alp","Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
"Alloriite","Alloriite","(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(S6+O4)4(S4+O3,CO3)2(OH,Cl)2(H2O,OH)4","(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(SO4)4(SO3,CO3)2(OH,Cl)2(H2O,OH)4","(Na,K,Ca)_24_(Na,Ca)_4_Ca_4_(Si,Al)_48_O_96_(S^6+^O_4_)_4_(S^4+^O_3_,CO_3_)_2_(OH,Cl)_2_(H_2_O,OH)_4_","(Na,K,Ca)_24_(Na,Ca)_4_Ca_4_(Si,Al)_48_O_96_(SO_4_)_4_(SO_3_,CO_3_)_2_(OH,Cl)_2_(H_2_O,OH)_4_","Na K Ca Si Al O S C H Cl","2006","hexagonal","P31c","0.4","Aor","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alluaivite","Alluaivite","Na19(Ca,Mn2+)6(Ti4+,Nb5+)3Si26O74Cl·2H2O","Na19(Ca,Mn2+)6(Ti,Nb)3Si26O74Cl·2H2O","Na_19_(Ca,Mn^2+^)_6_(Ti^4+^,Nb^5+^)_3_Si_26_O_74_Cl·2H_2_O","Na_19_(Ca,Mn^2+^)_6_(Ti,Nb)_3_Si_26_O_74_Cl·2H_2_O","Na Ca Mn Ti Nb Si O Cl H","1988","hexagonal","R-3m","1540","Aav","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Alluaudite","Alluaudite","[box]NaMn2+Fe3+2(PO4)3","[box]NaMnFe3+2(PO4)3","[box]NaMn^2+^Fe^3+^_2_(PO_4_)_3_","[box]NaMnFe^3+^_2_(PO_4_)_3_","Na Mn Fe P O","1848","monoclinic","C2/c","2772","Ald","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Almandine","Almandine","Fe2+3Al2(SiO4)3","Fe2+3Al2(SiO4)3","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe Al Si O","0","cubic|unknown","Ia3d|Ia-3d","2925","Alm","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism"
